_cid,player_name,key_mlbam,year,position,guarantee_total_real_2025,term_start_year,ISI_lb3_lamdba_35,isi_D_days_lb3_lamdba_35,isi_N_stints_lb3_lamdba_35,recency_weighted_days_lb3_lamdba_35,recency_weighted_days_rate_lb3_lamdba_35,durability_days_rate_lb3_lamdba_35,injury_burden_lb3_lamdba_35,any_surgery_flag_lb3_lamdba_35,any_structural_flag_lb3_lamdba_35,any_tier3_plus_flag_lb3_lamdba_35,arm_days_lb3_lamdba_35,arm_share_days_lb3_lamdba_35,isi_window_seasons_avail_lb3_lamdba_35,isi_full_window_flag_lb3_lamdba_35,ISI_lb3_lamdba_5,isi_D_days_lb3_lamdba_5,isi_N_stints_lb3_lamdba_5,recency_weighted_days_lb3_lamdba_5,recency_weighted_days_rate_lb3_lamdba_5,durability_days_rate_lb3_lamdba_5,injury_burden_lb3_lamdba_5,any_surgery_flag_lb3_lamdba_5,any_structural_flag_lb3_lamdba_5,any_tier3_plus_flag_lb3_lamdba_5,arm_days_lb3_lamdba_5,arm_share_days_lb3_lamdba_5,isi_window_seasons_avail_lb3_lamdba_5,isi_full_window_flag_lb3_lamdba_5,ISI_lb3_lamdba_7,isi_D_days_lb3_lamdba_7,isi_N_stints_lb3_lamdba_7,recency_weighted_days_lb3_lamdba_7,recency_weighted_days_rate_lb3_lamdba_7,durability_days_rate_lb3_lamdba_7,injury_burden_lb3_lamdba_7,any_surgery_flag_lb3_lamdba_7,any_structural_flag_lb3_lamdba_7,any_tier3_plus_flag_lb3_lamdba_7,arm_days_lb3_lamdba_7,arm_share_days_lb3_lamdba_7,isi_window_seasons_avail_lb3_lamdba_7,isi_full_window_flag_lb3_lamdba_7,ISI_lb5_lamdba_35,isi_D_days_lb5_lamdba_35,isi_N_stints_lb5_lamdba_35,recency_weighted_days_lb5_lamdba_35,recency_weighted_days_rate_lb5_lamdba_35,durability_days_rate_lb5_lamdba_35,injury_burden_lb5_lamdba_35,any_surgery_flag_lb5_lamdba_35,any_structural_flag_lb5_lamdba_35,any_tier3_plus_flag_lb5_lamdba_35,arm_days_lb5_lamdba_35,arm_share_days_lb5_lamdba_35,isi_window_seasons_avail_lb5_lamdba_35,isi_full_window_flag_lb5_lamdba_35,ISI_lb5_lamdba_5,isi_D_days_lb5_lamdba_5,isi_N_stints_lb5_lamdba_5,recency_weighted_days_lb5_lamdba_5,recency_weighted_days_rate_lb5_lamdba_5,durability_days_rate_lb5_lamdba_5,injury_burden_lb5_lamdba_5,any_surgery_flag_lb5_lamdba_5,any_structural_flag_lb5_lamdba_5,any_tier3_plus_flag_lb5_lamdba_5,arm_days_lb5_lamdba_5,arm_share_days_lb5_lamdba_5,isi_window_seasons_avail_lb5_lamdba_5,isi_full_window_flag_lb5_lamdba_5,ISI_lb5_lamdba_7,isi_D_days_lb5_lamdba_7,isi_N_stints_lb5_lamdba_7,recency_weighted_days_lb5_lamdba_7,recency_weighted_days_rate_lb5_lamdba_7,durability_days_rate_lb5_lamdba_7,injury_burden_lb5_lamdba_7,any_surgery_flag_lb5_lamdba_7,any_structural_flag_lb5_lamdba_7,any_tier_3plus_flag_lb5_lamdba_7,arm_days_lb5_lamdba_7,arm_share_days_lb5_lamdba_7,isi_window_seasons_avail_lb5_lamdba_7,isi_full_window_flag_lb5_lamdba_7
403,"Segura, Jean",516416,2023,2b,17941377.24,2023,0.531799955,879,3,429.3492279,0.174092464,0.802739726,0.160495478,1,1,1,0,0,3,TRUE,0.505797317,879,3,301.2123514,0.122135541,0.802739726,0.115233603,1,1,1,0,0,3,TRUE,0.483036656,879,3,188.59969,0.076473375,0.802739726,0.073690305,1,1,1,0,0,3,TRUE,0.376892938,879,3,429.3492279,0.104455478,0.481643836,0.099352434,1,1,1,0,0,3,FALSE,0.361291355,879,3,301.2123514,0.073281325,0.481643836,0.070720615,1,1,1,0,0,3,FALSE,0.347634959,879,3,188.59969,0.045884025,0.481643836,0.044862485,1,1,1,0,0,3,FALSE
404,"Cueto, Johnny",456501,2023,rhp-s,8970688.622,2023,0.200149393,73,4,35.9335061,0.014570313,0.066666667,0.014465186,0,0,0,30,0.410958904,3,TRUE,0.197976773,73,4,24.69671349,0.01001402,0.066666667,0.009964212,0,0,0,30,0.410958904,3,TRUE,0.196097925,73,4,14.97931393,0.00607381,0.066666667,0.006055439,0,0,0,30,0.410958904,3,TRUE,0.18720841,73,4,35.9335061,0.008742188,0.04,0.008704196,0,0,0,30,0.410958904,3,FALSE,0.185904838,73,4,24.69671349,0.006008412,0.04,0.005990433,0,0,0,30,0.410958904,3,FALSE,0.184777529,73,4,14.97931393,0.003644286,0.04,0.003637662,0,0,0,30,0.410958904,3,FALSE
405,"Bass, Anthony",542914,2021,rhp,5933861.175,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE
406,"Anderson, Tim",,2024,ss,5125588.48,2024,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,4,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,4,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,4,FALSE
407,"Kintzler, Brandon",445213,2020,rhp,4037483.811,2020,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE
408,"Cervelli, Francisco",465041,2020,c,2484605.422,2020,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE
409,"Joyce, Matt",459964,2020,rf,1863454.067,2020,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE
410,"Casali, Curt",592200,2024,cf,,2024,0.192619613,59,4,23.49473743,0.009526643,0.053881279,0.00948155,0,1,0,0,0,3,TRUE,0.190894449,59,4,15.78208768,0.006399319,0.053881279,0.00637893,0,1,0,0,0,3,TRUE,0.189450873,59,4,9.323946755,0.003780673,0.053881279,0.003773544,0,1,0,0,0,3,TRUE,0.182690542,59,4,23.49473743,0.005715986,0.032328767,0.005699711,0,1,0,0,0,4,FALSE,0.181655443,59,4,15.78208768,0.003839591,0.032328767,0.003832239,0,1,0,0,0,4,FALSE,0.180789298,59,4,9.323946755,0.002268404,0.032328767,0.002265835,0,1,0,0,0,4,FALSE
411,"Gurriel, Yulieski",,2023,1b,,2023,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE
412,"Iglesias, José",578428,2023,ss,,2023,0.167349189,51,3,26.89316015,0.010904635,0.046575342,0.010845608,0,1,0,0,0,3,TRUE,0.165930422,51,3,19.91771535,0.008076232,0.046575342,0.008043794,0,1,0,0,0,3,TRUE,0.164656902,51,3,13.59801727,0.005513722,0.046575342,0.005498577,0,1,0,0,0,3,TRUE,0.158222479,51,3,26.89316015,0.006542781,0.027945205,0.00652147,0,1,0,0,0,3,FALSE,0.157371218,51,3,19.91771535,0.004845739,0.027945205,0.004834037,0,1,0,0,0,3,FALSE,0.156607107,51,3,13.59801727,0.003308233,0.027945205,0.003302773,0,1,0,0,0,3,FALSE
413,"Gonzalez, Gio",461829,2021,lhp-s,,2021,0.077014964,10,1,6.507109008,0.002638502,0.00913242,0.002635027,0,0,0,0,0,1,FALSE,0.076742844,10,1,5.19603208,0.002106886,0.00913242,0.00210467,0,0,0,0,0,1,FALSE,0.076463326,10,1,3.84931524,0.00156082,0.00913242,0.001559603,0,0,0,0,0,1,FALSE,0.075115461,10,1,6.507109008,0.001583101,0.005479452,0.001581849,0,0,0,0,0,1,FALSE,0.074952189,10,1,5.19603208,0.001264132,0.005479452,0.001263333,0,0,0,0,0,1,FALSE,0.074784478,10,1,3.84931524,0.000936492,0.005479452,0.000936054,0,0,0,0,0,1,FALSE
414,"Leon, Sandy",506702,2021,c,,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE
415,"Rodriguez, Sean",446481,2020,2b-3b,,2020,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE
416,"Hoskins, Rhys",656555,2024,1b,34854001.66,2024,0.151449465,17,3,5.493268996,0.00222741,0.015525114,0.002224933,1,1,1,0,0,3,TRUE,0.150983775,17,3,3.249572743,0.001317636,0.015525114,0.001316769,1,1,1,0,0,3,TRUE,0.150644239,17,3,1.613690068,0.000654319,0.015525114,0.000654105,1,1,1,0,0,3,TRUE,0.17566313,33,4,9.136601923,0.002222825,0.018082192,0.002220358,1,1,1,16,0.484848485,4,FALSE,0.175161012,33,4,5.104599095,0.001241887,0.018082192,0.001241117,1,1,1,16,0.484848485,4,FALSE,0.174820201,33,4,2.3678875,0.000576078,0.018082192,0.000575913,1,1,1,16,0.484848485,4,FALSE
417,"Bradley Jr., Jackie",,2021,cf,28482533.64,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE
418,"Garcia, Avisail",541645,2020,dh-rf,24846054.22,2020,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE
419,"Wong, Kolten",543939,2021,2b,21361900.23,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE
420,"Miley, Wade",489119,2024,lhp-s,8713500.416,2024,0.331852411,245,7,150.6017005,0.061065956,0.223744292,0.059274022,0,1,0,201,0.820408163,3,TRUE,0.324731953,245,7,107.9474724,0.043770526,0.223744292,0.042839662,0,1,0,201,0.820408163,3,TRUE,0.318371419,245,7,69.85533359,0.028324931,0.223744292,0.027931198,0,1,0,201,0.820408163,3,TRUE,0.319410505,288,9,161.5109985,0.039293674,0.157808219,0.038541323,0,1,0,228,0.791666667,4,FALSE,0.314539716,288,9,113.5020116,0.027613668,0.157808219,0.027239287,0,1,0,228,0.791666667,4,FALSE,0.310354967,288,9,72.11364068,0.017544377,0.157808219,0.017392251,0,1,0,228,0.791666667,4,FALSE
421,"McCutchen, Andrew",457705,2022,lf,9340973.289,2022,0.077744355,11,1,8.64306754,0.00350459,0.010045662,0.003498463,0,1,0,0,0,2,FALSE,0.077445022,11,1,6.90162961,0.002798472,0.010045662,0.002794563,0,1,0,0,0,2,FALSE,0.077137552,11,1,5.112852968,0.002073159,0.010045662,0.002071013,0,1,0,0,0,2,FALSE,0.075553095,11,1,8.64306754,0.002102754,0.006027397,0.002100546,0,1,0,0,0,2,FALSE,0.075373496,11,1,6.90162961,0.001679083,0.006027397,0.001677675,0,1,0,0,0,2,FALSE,0.075189014,11,1,5.112852968,0.001243895,0.006027397,0.001243122,0,1,0,0,0,2,FALSE
422,"Junis, Jakob",596001,2024,rhp-s,7175823.872,2024,0.159579716,35,3,15.31967922,0.006211821,0.03196347,0.006192608,0,1,0,0,0,3,TRUE,0.158538049,35,3,10.52905128,0.004269318,0.03196347,0.004260231,0,1,0,0,0,3,TRUE,0.157637232,35,3,6.386192422,0.002589472,0.03196347,0.002586125,0,1,0,0,0,3,TRUE,0.205625836,78,5,24.4487123,0.005948076,0.042739726,0.005930456,0,1,0,0,0,4,FALSE,0.20440232,78,5,15.17715709,0.003692419,0.042739726,0.003685619,0,1,0,0,0,4,FALSE,0.203493402,78,5,8.275971217,0.002013444,0.042739726,0.00201142,0,1,0,0,0,4,FALSE
423,"Anderson, Brett",,2020,lhp-s,6211513.555,2020,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE
424,"Smoak, Justin",475253,2020,1b,6211513.555,2020,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE
425,"Rea, Colin",607067,2024,rhp,4613029.632,2024,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,4,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,4,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,4,FALSE
426,"Miley, Wade",489119,2023,lhp-s,4749188.094,2023,0.329556792,232,7,168.0204258,0.068128898,0.211872146,0.065908425,0,1,0,204,0.879310345,3,TRUE,0.323205192,232,7,130.3788525,0.052865999,0.211872146,0.051515968,0,1,0,204,0.879310345,3,TRUE,0.31709005,232,7,93.86559931,0.03806061,0.211872146,0.037354174,0,1,0,204,0.879310345,3,TRUE,0.284453523,232,7,168.0204258,0.040877339,0.127123288,0.040063953,0,1,0,204,0.879310345,3,FALSE,0.280642563,232,7,130.3788525,0.031719599,0.127123288,0.031226924,0,1,0,204,0.879310345,3,FALSE,0.276973478,232,7,93.86559931,0.022836366,0.127123288,0.022579519,0,1,0,204,0.879310345,3,FALSE
427,"Miley, Wade",489119,2023,lhp-s,4749188.094,2023,0.329556792,232,7,168.0204258,0.068128898,0.211872146,0.065908425,0,1,0,204,0.879310345,3,TRUE,0.323205192,232,7,130.3788525,0.052865999,0.211872146,0.051515968,0,1,0,204,0.879310345,3,TRUE,0.31709005,232,7,93.86559931,0.03806061,0.211872146,0.037354174,0,1,0,204,0.879310345,3,TRUE,0.284453523,232,7,168.0204258,0.040877339,0.127123288,0.040063953,0,1,0,204,0.879310345,3,FALSE,0.280642563,232,7,130.3788525,0.031719599,0.127123288,0.031226924,0,1,0,204,0.879310345,3,FALSE,0.276973478,232,7,93.86559931,0.022836366,0.127123288,0.022579519,0,1,0,204,0.879310345,3,FALSE
428,"Sogard, Eric",519299,2020,2b,5590362.2,2020,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE
429,"Quintana, José",,2025,lhp-s,4000000,2025,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,5,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,5,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,5,TRUE
430,"Holt, Brock",571788,2020,3b-rf,4037483.811,2020,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE
431,"Sanchez, Gary",596142,2024,c,3075353.088,2024,0.119300209,12,2,3.525092404,0.001429354,0.010958904,0.001428333,0,1,0,0,0,3,TRUE,0.118971486,12,2,2.085287321,0.000845542,0.010958904,0.000845185,0,1,0,0,0,3,TRUE,0.118731814,12,2,1.035523038,0.000419884,0.010958904,0.000419796,0,1,0,0,0,3,TRUE,0.117395816,12,2,3.525092404,0.000857612,0.006575342,0.000857245,0,1,0,0,0,4,FALSE,0.117198583,12,2,2.085287321,0.000507325,0.006575342,0.000507197,0,1,0,0,0,4,FALSE,0.117054779,12,2,1.035523038,0.00025193,0.006575342,0.000251899,0,1,0,0,0,4,FALSE
432,"Boxberger, Brad",502202,2022,rhp,2747345.085,2022,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE
433,"Anderson, Brett",,2021,lhp-s,2966930.588,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE
434,"Gyorko, Jedd",576397,2020,inf,2484605.422,2020,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE
435,"Phelps, David",475479,2020,rhp,1863454.067,2020,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE
436,"Wilson, Justin",679655,2023,lhp,1055375.132,2023,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE
437,"Canha, Mark",592192,2025,lf,,2025,0.117452447,7,2,2.65189923,0.001075292,0.006392694,0.001074714,0,0,0,0,0,3,TRUE,0.117261055,7,2,1.813602823,0.000735379,0.006392694,0.000735109,0,0,0,0,0,3,TRUE,0.117105288,7,2,1.131343431,0.000458737,0.006392694,0.000458632,0,0,0,0,0,3,TRUE,0.151622042,30,3,7.889190313,0.001919345,0.016438356,0.001917505,0,0,0,0,0,5,TRUE,0.151187071,30,3,4.480203204,0.001089979,0.016438356,0.001089386,0,0,0,0,0,5,TRUE,0.150896544,30,3,2.21550224,0.000539005,0.016438356,0.00053886,0,0,0,0,0,5,TRUE
438,"Margot, Manuel",622534,2025,rf,,2025,0.21649702,112,4,50.22865753,0.020366709,0.102283105,0.020162081,1,1,1,29,0.258928571,3,TRUE,0.213362255,112,4,33.10591972,0.013423784,0.102283105,0.013334483,1,1,1,29,0.258928571,3,TRUE,0.210870361,112,4,19.34463562,0.00784386,0.102283105,0.007813257,1,1,1,29,0.258928571,3,TRUE,0.238982781,142,6,56.41969181,0.013726229,0.077808219,0.013632878,1,1,1,29,0.204225352,5,TRUE,0.236705899,142,6,36.15818495,0.008796849,0.077808219,0.008758383,1,1,1,29,0.204225352,5,TRUE,0.234975527,142,6,20.540082,0.004997154,0.077808219,0.004984709,1,1,1,29,0.204225352,5,TRUE
439,"Naquin, Tyler",571980,2023,of,,2023,0.215489072,64,5,33.52558424,0.013593949,0.058447489,0.01350238,0,1,0,0,0,3,TRUE,0.213743508,64,5,25.36632719,0.010285535,0.058447489,0.010232999,0,1,0,0,0,3,TRUE,0.212130134,64,5,17.81144295,0.007222181,0.058447489,0.007196226,0,1,0,0,0,3,TRUE,0.204015617,64,5,33.52558424,0.008156369,0.035068493,0.008123286,0,1,0,0,0,3,FALSE,0.202968278,64,5,25.36632719,0.006171321,0.035068493,0.006152356,0,1,0,0,0,3,FALSE,0.202000254,64,5,17.81144295,0.004333309,0.035068493,0.004323947,0,1,0,0,0,3,FALSE
440,"Urena, Jose",466166,2022,rhp-s,,2022,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE
441,"Boxberger, Brad",502202,2021,rhp,,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE
442,"Forsythe, Logan",702649,2021,2b,,2021,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE
443,"Zimmermann, Jordan",519455,2021,rhp-s,,2021,0.098456896,54,1,38.33278761,0.015543173,0.049315068,0.015423615,0,0,0,54,1,1,FALSE,0.096987445,54,1,30.60935262,0.012411476,0.049315068,0.012335085,0,0,0,54,1,1,FALSE,0.095478048,54,1,22.67596614,0.009194648,0.049315068,0.009152634,0,0,0,54,1,1,FALSE,0.08798062,54,1,38.33278761,0.009325904,0.029589041,0.009282686,0,0,0,54,1,1,FALSE,0.087098949,54,1,30.60935262,0.007446886,0.029589041,0.007419294,0,0,0,54,1,1,FALSE,0.086193312,54,1,22.67596614,0.005516789,0.029589041,0.005501627,0,0,0,54,1,1,FALSE
444,"Morrison, Logan",489149,2020,1b,,2020,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE
445,"Correa, Carlos",621043,2023,ss,211075026.4,2023,0.158004093,29,3,17.52797275,0.00710724,0.026484018,0.007082102,0,1,0,0,0,3,TRUE,0.157197094,29,3,13.67180651,0.005543642,0.026484018,0.005528333,0,1,0,0,0,3,TRUE,0.156401991,29,3,9.859005163,0.003997628,0.026484018,0.003989659,0,1,0,0,0,3,TRUE,0.152615421,29,3,17.52797275,0.004264344,0.015890411,0.004255277,0,1,0,0,0,3,FALSE,0.152131222,29,3,13.67180651,0.003326185,0.015890411,0.003320666,0,1,0,0,0,3,FALSE,0.15165416,29,3,9.859005163,0.002398577,0.015890411,0.002395705,0,1,0,0,0,3,FALSE
446,"Correa, Carlos",621043,2022,ss,115718175,2022,0.075519378,7,1,4.140887551,0.001679046,0.006392694,0.001677638,0,0,0,0,0,2,FALSE,0.075328894,7,1,3.306565869,0.001340746,0.006392694,0.001339848,0,0,0,0,0,2,FALSE,0.075133231,7,1,2.449564244,0.000993249,0.006392694,0.000992756,0,0,0,0,0,2,FALSE,0.074218109,7,1,4.140887551,0.001007428,0.003835616,0.001006921,0,0,0,0,0,2,FALSE,0.074103819,7,1,3.306565869,0.000804448,0.003835616,0.000804124,0,0,0,0,0,2,FALSE,0.073986421,7,1,2.449564244,0.000595949,0.003835616,0.000595772,0,0,0,0,0,2,FALSE
447,"Donaldson, Josh",518626,2020,3b,114291849.4,2020,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE
448,"Vázquez, Christian",643582,2023,c,31661253.96,2023,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE
449,"Pineda, Michael",501381,2020,rhp-s,24846054.22,2020,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE,,0,0,0,,0,,0,0,0,0,0,0,FALSE
